Year,City,Population,Average Wage,Number of Employees,65+ percentage,0-17 percentage
2008,רמת השרון,38.5,11097,17820,15.27203722,26.1015363
2008,רעננה,73.2,10316,31961,10.65179353,27.42098644
2008,שדרות,19.4,5261,9474,9.662134322,28.21384425
2008,שפרעם,34.9,4792,10537,4.632519254,40.47584963
2008,תל אביב-יפו,392.5,8482,196338,13.82023503,20.50358246
2008,אבו גוש,6.2,4806,1824,4.158576052,42.02265372
2008,אבו סנאן,12,4414,3454,4.378342246,39.05414439
2008,אבן יהודה,10.4,10448,4914,8.265178486,31.80987203
2008,אורנית,6.3,9924,2980,3.476611884,32.26927939
2008,אזור,10.4,7274,4880,10.29935509,25.70025989
2008,אכסאל,12.2,4792,3107,2.75561405,45.3072304
2008,אליכין,2.9,6671,1332,9.338387319,34.80358374
2008,אלפי מנשה,6.6,9317,3344,3.271521182,32.398613
2008,אלקנה,3.1,9254,1529,5.422853454,32.63395739
2008,אעבלין,11.4,4541,3257,3.802147509,41.43636684
2008,אפרתה,8.2,7921,3093,3.342720705,42.12072977
2008,באר יעקב,10,7297,4158,7.603801901,34.17708854
2008,בועיינה-נוג'ידאת,8.1,4183,2196,2.222222222,45.34069982
2008,בוקעאתא,5.8,3793,1738,4.69775475,38.10017271
2008,ביר אל-מכסור,7.6,4474,2290,2.787639711,45.53583169
2008,בית אל,5.4,5597,1938,2.493995936,50.95141326
2008,בית אריה,3.8,8337,1716,2.442261747,36.34191664
2008,בית ג'ן,10.5,3702,3011,5.611661585,37.66196646
2008,בית דגן,6.3,8046,2734,7.147405285,33.07863738
2008,"בני עי""ש",7.6,6192,3394,15.57183983,23.72415598
2008,בנימינה-גבעת עדה,11.8,10376,4924,6.592755586,35.08801625
2008,"בסמ""ה",8.1,4474,2256,2.290640394,56.08374384
2008,בסמת טבעון,6.5,5422,2033,3.788924682,43.15079
2008,גבעת זאב,11.1,7240,4805,5.116152942,33.51712917
2008,ג'דיידה-מכר,18.2,4407,5367,3.940426467,41.32226863
2008,גדרה,18.1,8488,7923,9.571523472,37.75465013
2008,ג'ולס,5.5,4215,1658,5.21550163,37.19666787
2008,ג'לג'וליה,8.3,4289,2311,2.749515504,49.10368217
2008,גן יבנה,17.9,8640,7729,4.422357474,37.85806019
2008,גני תקווה,12.9,10249,5862,9.039284325,30.89070401
2008,ג'סר א-זרקא,11.9,5060,4416,1.632345555,48.33417043
2008,ג'ש (גוש חלב),2.7,5385,1109,9.773887673,34.5003647
2008,דאלית אל-כרמל,25.3,5522,5183,,
2008,דבורייה,8.8,4641,2489,4.82774252,42.87171351
2008,דייר חנא,9,4123,2583,4.091161757,41.17843246
2008,הר אדר,3.1,12373,1471,4.269662921,36.37239165
2008,זכרון יעקב,18.6,10609,7215,7.627756859,36.03550296
2008,זמר,5.4,5093,1752,3.936425799,42.83866198
2008,זרזיר,6.8,4674,1851,2.98772371,46.16181038
2008,חורה,11.8,4748,1971,1.974743622,56.08949911
2008,חורפיש,5.4,4626,1488,4.450165502,39.42625965
2008,חצור הגלילית,8.7,4938,3555,8.9366124,35.20378709
2008,טובא-זנגרייה,5.5,3806,1943,2.575262967,43.30794342
2008,טורעאן,11.9,4284,3115,3.647671878,44.84787359
2008,יאנוח-ג'ת,5.6,4535,1521,3.387387387,40.91891892
2008,יבנאל,3.1,5032,1003,7.799352751,41.03559871
2008,יסוד המעלה,1.4,,,9.896602659,30.05908419
2008,יפיע,17.5,4560,4793,3.901965265,40.12225777
2008,ירוחם,8.5,6085,3448,8.761860138,33.65350826
2008,ירכא,13.2,4414,3141,3.714889761,42.69858049
2008,כאבול,10,4563,2780,2.965764331,43.57085987
2008,כאוכב אבו אל-היג'א,3,5189,1089,4.976303318,39.84427894
2008,כוכב יאיר,11.7,11801,4739,3.567475521,30.79608344
2008,כסיפה,11.2,4275,2379,1.509467667,59.58377992
2008,כסרא-סמיע,7.1,4927,1890,3.662129928,44.35246247
2008,כעביה-טבאש-חג'אג'רה,4.4,4476,1441,2.585812357,48.74141876
2008,כפר ברא,2.8,4933,771,2.689135891,53.31660093
2008,כפר ורדים,5.8,11526,2541,6.903081425,30.95197108
2008,כפר יאסיף,8.7,4528,3099,5.714285714,36.50921659
2008,כפר יונה,16.1,8286,7584,4.742075823,33.84089497
2008,כפר כמא,3,5622,1046,7.408649011,31.91418036
2008,כפר כנא,18.9,3948,4700,3.129302129,45.51519644
2008,כפר מנדא,15.9,3658,4007,2.73852145,49.16776584
2008,כפר קרע,15.1,5013,5392,3.441442632,42.01730629
2008,כפר שמריהו,1.9,,,21.44362487,22.76080084
2008,כפר תבור,2.7,9078,1335,5.072992701,31.49635036
2008,להבים,5.8,13020,2870,4.836759371,32.40628779
2008,לקיה,9.7,4206,1880,2.059614987,53.88118402
2008,מבשרת ציון,23.7,9343,10458,8.118393235,30.49471459
2008,מגאר,19.6,4042,4767,3.844779168,40.39826398
2008,מגדל,1.6,,,6.576521205,31.10018439
2008,מג'דל שמס,9.3,3417,2761,4.317010309,36.09321306
2008,מזכרת בתיה,9.9,9891,4604,4.709814646,34.56902664
2008,מזרעה,3.5,4811,1226,5.285961872,37.08838821
2008,מטולה,1.5,,,7.639836289,25.71623465
2008,מיתר,7.2,11812,3418,6.724782067,32.57229833
2008,מסעדה,3.5,3555,1045,4.207492795,36.85878963
2008,מעיליא,2.8,6123,1052,11.90734709,32.10278683
2008,מעלה אפרים,1.4,,,4.964028777,27.91366906
2008,מעלה עירון,12.3,4234,3283,3.143019573,46.46308779
2008,מצפה רמון,4.5,5146,1796,8.511111111,36.95555556
2008,משהד,7.2,4200,1781,3.151027207,45.84952804
2008,נחף,10.8,3981,2966,2.930538811,47.12974126
2008,סאג'ור,3.7,3818,1098,3.236159401,40.97352233
2008,סביון,3.4,14298,1410,17.20557698,25.51171759
2008,ע'ג'ר,2.2,5488,569,2.33623454,44.38845625
2008,עומר,6.6,13476,3439,15.07673789,26.58742101
2008,עיילבון,4.8,4897,1670,5.669886602,35.65728685
2008,עילוט,6.9,4153,1586,2.784189267,46.1627236
2008,עין מאהל,11.3,3947,3092,2.849028135,44.35075885
2008,עין קנייא,2,,,4.054054054,37.08708709
2008,עמנואל,2.9,3954,822,3.806228374,50.48442907
2008,עראבה,21.1,4327,5443,3.22519446,45.93056346
2008,ערערה,16.7,4834,5117,4.237389433,42.75639493
2008,ערערה-בנגב,13.5,4537,1920,1.320083061,57.89083358
2008,פוריידיס,10.8,4921,3617,3.246993525,41.98889917
2008,פסוטה,2.9,5582,1101,8.729619565,31.89538043
2008,פקיעין (בוקייעה),5.2,5056,1763,6.288461538,35.65384615
2008,פרדס חנה-כרכור,31.1,7176,13309,10.98961181,30.14504872
2008,פרדסייה,6.3,9508,2871,2.928141817,28.69578981
2008,קדומים,3.5,6452,1464,2.97429974,44.96101646
2008,קדימה-צורן,17.3,10288,7038,5.199146925,37.46037236
2008,קציר-חריש,4,7392,1413,4.964717742,34.9546371
2008,קצרין,6.5,5114,3226,10.5093587,27.55446456
2008,קריית ארבע,7.2,4598,2423,5.009687241,44.11846111
2008,קריית טבעון,14.4,9591,6463,15.11514983,26.7272475
2008,קריית יערים,3.4,4746,686,3.289863663,47.89567279
2008,קריית עקרון,10.2,6392,4607,8.824394548,28.16942838
2008,קרני שומרון,6.6,6772,2901,4.833053819,35.78289373
2008,ראמה,7.6,4734,2450,7.819253438,35.32416503
2008,ראש פינה,2.5,7179,1106,7.462686567,29.65435978
2008,ריינה,17,4275,3903,3.636685135,39.10173288
2008,רכסים,8.9,4332,2240,3.655528145,50.86342229
2008,רמת ישי,6.3,9422,3096,4.646335622,28.22928309
2008,שבלי - אום אל-גנם,5.3,4663,1616,3.573465121,44.34518152
2008,שגב-שלום,7.1,3859,1319,1.497598192,57.96835264
2008,שוהם,19.8,12575,7833,2.640862816,39.99092833
2008,שלומי,5.7,5816,2813,7.021877205,31.86309104
2008,שעב,6.1,4194,1652,3.426791277,42.71191999
2008,תל מונד,10.5,11734,4560,4.309035687,37.7088079
2008,תל שבע,14.6,4158,2174,1.443623426,60.591133
2009,אום אל-פחם,46.1,4397,10874,3.2,45.8
2009,אופקים,24,4811,9127,9.3,34.3
2009,אור יהודה,34.4,6308,14563,9.2,30.3
2009,אור עקיבא,16.1,5299,7953,11.8,27.1
2009,אילת,47.4,5974,26621,6.4,27
2009,אלעד,36.3,4818,8634,0.8,59.4
2009,אריאל,17.6,6434,8946,8.2,23.7
2009,אשדוד,206.4,6320,84701,11.9,31.9
2009,אשקלון,111.9,5645,47949,13.7,26.5
2009,באקה-ג'ת*,34.3,5115,10538,4.1,42.6
2009,באר שבע,194.3,6294,82411,12.2,25.7
2009,בית שאן,16.9,5266,7676,7.9,33.4
2009,בית שמש,77.1,5538,20352,4,52
2009,ביתר עילית,35,3719,6391,0.7,63.9
2009,בני ברק,154.4,4752,38624,7.1,46.2
2009,בת ים,130,5536,60769,19,20.1
2009,גבעת שמואל,21.8,10203,9164,8.2,33.7
2009,גבעתיים,53,9937,23587,17.1,20.9
2009,דימונה,32.4,6678,14542,10.6,29.8
2009,הוד השרון,47.2,10836,21588,9.3,30.1
2009,הרצלייה,87,9430,40374,14.6,22.1
2009,חדרה,80.2,6449,37367,12.6,26.5
2009,חולון,184.7,6964,79579,14.6,24.5
2009,חיפה,265.6,7855,112970,18.2,21.2
2009,טבריה,41.3,4845,16511,10.7,29.7
2009,טייבה,36.5,4846,10963,4.4,42.8
2009,טירה,22.6,5008,7183,5.1,39.3
2009,טירת כרמל,18.6,5370,8095,11.8,25.9
2009,טמרה,28.7,4086,7881,4,42
2009,יבנה,33,7253,15293,7,29.1
2009,יהוד,26.5,8973,12445,10,28.2
2009,יקנעם עילית,19.1,8185,8669,7.6,34.6
2009,ירושלים,773,5904,210640,8.2,39.9
2009,כפר סבא,83.7,9215,40542,12.8,25.5
2009,כפר קאסם,18.8,4555,5371,3.1,46.1
2009,כרמיאל,44.1,6449,21094,12.9,24.4
2009,לוד,69.8,5654,27905,10.5,33
2009,מגדל העמק,23.9,5275,10633,11.2,29.9
2009,מודיעין עילית,46.2,3587,7860,0.6,61.5
2009,מודיעין-מכבים-רעות*,72.7,11081,29715,3.6,40.5
2009,מעלה אדומים,34.3,6938,14751,5.8,36.2
2009,מעלות-תרשיחא,20.6,5712,9392,10.8,28
2009,נהרייה,51.2,7177,22866,13.6,26.2
2009,נס ציונה,38.1,9833,16484,8.5,30.5
2009,נצרת,72.2,4812,22373,6.2,37.8
2009,נצרת עילית,40.8,5458,19677,16.3,22.3
2009,נשר,23.6,7454,10549,11.2,21.6
2009,נתיבות,26.7,4678,9260,6,42.7
2009,נתניה,183.2,6477,79874,14.5,26.7
2009,סח'נין,25.7,4415,7819,4,41.1
2009,עכו,46.3,5269,19050,11.3,27.3
2009,עפולה,40.5,5696,18539,12.4,25.9
2009,ערד,23.4,6122,10939,14.6,26.8
2009,פתח תקווה,209.6,7695,92423,12.4,27.6
2009,צפת,29.5,4823,8913,9.2,39
2009,קלנסווה,18.7,4787,5231,3,46.2
2009,קריית אונו,31,10712,13764,12.7,26.2
2009,קריית אתא,50.7,6483,22414,12.6,25.4
2009,קריית ביאליק,37.3,7222,17252,15.9,21
2009,קריית גת,47.4,4935,20894,11.3,29.9
2009,קריית ים,37.7,5784,16907,17.3,20.3
2009,קריית מוצקין,38,7419,18024,16.3,21.7
2009,קריית מלאכי,20.6,4542,8589,7.7,32.8
2009,קריית שמונה,23.1,5568,10775,9.1,27.5
2009,ראש העין,38.5,7937,16726,6.7,32.8
2009,ראשון לציון,228.2,7960,109091,10.9,25.1
2009,רהט,51.7,3961,9347,1.9,56.9
2009,רחובות,112.7,8093,50550,12.2,27.9
2009,רמלה,65.8,5335,26238,9.7,30.5
2009,רמת גן,145,8604,62193,16.7,20.5
2009,רמת השרון,40.6,11417,17820,15.8,25.5
2009,רעננה,68.3,10381,31961,11.1,27.3
2009,שדרות,20.7,5229,9474,9.5,26.6
2009,שפרעם,36.2,4895,10537,5.2,39.7
2009,תל אביב -יפו,403.7,8498,196338,14.2,19.4
2009,אבו גוש,5.9,4865.393548,1824,4.4,39.4
2009,אבו סנאן,12.4,4538.596806,3454,4.9,38.5
2009,אבן יהודה,10.4,10894.50767,4914,8.9,30.8
2009,אורנית,5.9,10062.01585,2980,4,33.4
2009,אזור,10.9,7296.651346,4880,11.3,24.7
2009,אכסאל,12.1,4785.421151,3107,3.1,44.6
2009,אליכין,3,6814.831616,1332,9.3,33.1
2009,אלפי מנשה,6.7,9328.007037,3344,3.4,34.1
2009,אלקנה,3.5,9520.157801,1529,5.5,34.7
2009,אעבלין,11.5,4540.73801,3257,4.1,39.4
2009,אפרתה,7.2,7968.743503,3093,3.8,42.4
2009,באר יעקב,10.5,7713.969438,4158,6.7,30.7
2009,בועיינה-נוג'ידאת,8,4038.032732,2196,2.6,45.5
2009,בוקעאתא,5.8,3907.172967,1738,5,38.4
2009,ביר אל-מכסור,7.6,4092.104267,2290,3.5,43.7
2009,בית אל,5.5,5622.573862,1938,2,51.9
2009,בית אריה,3.7,8345.463754,1716,2.5,37.4
2009,בית ג'ן,10.5,4299.166413,3011,5.9,37.2
2009,בית דגן,6.8,7946.939294,2734,7.6,33.4
2009,"בני עי""ש",6.9,5869.47223,3394,15.3,24.7
2009,בנימינה-גבעת עדה*,12.4,10587.28737,4924,6.4,36.8
2009,"בסמ""ה",7.8,4380.348978,2256,2.9,48.8
2009,בסמת טבעון,6.8,4912.903383,2033,4.2,43.6
2009,בענה,6.9,3724.158521,1870,3.6,44.4
2009,גבעת זאב,10.8,7118.649688,4805,5.3,33.3
2009,ג'דיידה-מכר,18.2,4318.621539,5367,4.3,40.6
2009,גדרה,21.5,8609.180257,7923,7.5,37.3
2009,ג'ולס,5.7,4830.881857,1658,5.2,37.2
2009,ג'לג'וליה,8.5,4083.395764,2311,3.4,47.2
2009,גן יבנה,18.4,8702.100027,7729,4.6,38.5
2009,גני תקווה,12.9,10473.23288,5862,9.6,31.3
2009,ג'סר א-זרקא,12.4,3990.696686,4416,1.8,48.3
2009,ג'ש (גוש חלב),2.9,5694.710904,1109,10.2,33.4
2009,דאלית אל-כרמל,15.5,5379.964251,5183,5.2,33.5
2009,דבורייה,9,4743.193484,2489,5.2,41.3
2009,דייר אל-אסד,10.4,4581.978046,2868,3.8,44.2
2009,דייר חנא,8.9,4297.18809,2583,4.6,40.9
2009,הר אדר,3.2,12697.8932,1471,5.3,34.9
2009,זכרון יעקב,18.7,10990.35576,7215,7.6,37.2
2009,זמר,5.7,5022.494136,1752,4.7,40.8
2009,זרזיר,6.4,4296.863867,1851,3.2,44.1
2009,חורה,16.6,4717.420732,1971,1.6,61.2
2009,חורפיש,5.5,5021.80317,1488,4.7,38.9
2009,חצור הגלילית,8.5,4904.642053,3555,9.5,33.5
2009,טובא-זנגרייה,5.6,3872.341086,1943,2.9,42.8
2009,טורעאן,11.9,4328.572807,3115,4,43.8
2009,יאנוח-ג'ת,5.6,5069.054361,1521,3.7,40.5
2009,יבנאל,3.4,5134.294708,1003,10.7,39.3
2009,יסוד המעלה,1.4,,,11.5,34.5
2009,יפיע,16.5,4549.688586,4793,4.2,41.3
2009,ירוחם,8.1,5954.941468,3448,8.3,34.9
2009,ירכא,14.8,4864.868471,3141,4.7,40.5
2009,כאבול,12.1,4418.23722,2780,3.6,42.7
2009,כאוכב אבו אל-היג'א,2.8,5053.510036,1089,5.4,38.2
2009,כוכב יאיר,9.4,12264.0243,4739,4.2,33.1
2009,כסיפה,16.8,4331.451898,2379,1.8,58.4
2009,כסרא-סמיע,7.4,5054.257005,1890,3.5,46.6
2009,כעביה-טבאש-חג'אג'רה,4.4,4327.067536,1441,3.6,44
2009,כפר ברא,2.9,5059.687525,771,2.5,50.3
2009,כפר ורדים,5.5,11268.39307,2541,7.5,30.4
2009,כפר יאסיף,8.7,4639.702748,3099,6.1,34.3
2009,כפר יונה,17.6,8234.936767,7584,4.7,34.9
2009,כפר כמא,2.9,5647.615572,1046,7.6,33.1
2009,כפר כנא,18.8,3946.280724,4700,3.5,44.9
2009,כפר מנדא,16,3631.907711,4007,2.9,48.2
2009,כפר קרע,15.3,5207.902331,5392,4,41
2009,כפר שמריהו,1.7,,,22.5,23.9
2009,כפר תבור,2.6,9634.765124,1335,5.2,32.3
2009,להבים,5.8,13275.39408,2870,5.4,32.1
2009,לקיה,9.6,4359.642116,1880,1.7,59.5
2009,מבשרת ציון,23.8,9606.955468,10458,8.8,29.2
2009,מגאר,19.9,4400.820618,4767,4.1,39.8
2009,מג'ד אל-כרום,13.5,4283.275471,3774,3.9,44.3
2009,מגדל,1.4,,,6.8,37.5
2009,מג'דל שמס,9.6,3575.165964,2761,5.2,35.4
2009,מזכרת בתיה,9.3,10073.52138,4604,5.3,35.3
2009,מזרעה,3.4,4412.656801,1226,6.3,33.3
2009,מטולה,1.5,,,7.7,21.4
2009,מיתר,6.2,11787.52432,3418,7.6,34.2
2009,מסעדה,3.1,3523.977995,1045,4.3,37.8
2009,מעיליא,2.8,6415.285528,1052,12.4,30
2009,מעלה אפרים,1.3,,,5.3,23.6
2009,מעלה עירון,12.8,4273.367652,3283,3.3,44.6
2009,מצפה רמון,4.7,5324.43759,1796,7.1,36
2009,משהד,7.1,4205.695857,1781,3.6,44
2009,נחף,10.7,3991.635254,2966,3.2,45.7
2009,סאג'ור,3.7,4040.650463,1098,3.5,40.2
2009,סביון*,3,15787.47475,1410,18.9,24.7
2009,ע'ג'ר,2.2,5200.542011,569,2.4,43.7
2009,עומר,6.5,13503.68497,3439,16.7,25.4
2009,עיילבון,4.8,5240.680572,1670,6.3,33.4
2009,עילוט,6.9,4183.721141,1586,3.2,44.2
2009,עין מאהל,11.2,3973.290863,3092,3.2,43.5
2009,עין קנייא,1.7,,,4.6,36.7
2009,עמנואל,2.9,3877.075485,822,3,51.2
2009,עספיא,10.5,5784.406121,3674,6.3,33.4
2009,עראבה,21.2,4325.788115,5443,3.5,45.7
2009,ערערה,22.1,4849.64592,5117,4.8,42.8
2009,ערערה-בנגב,12,4753.548061,1920,1.6,60.6
2009,פוריידיס,11,4392.217229,3617,3.8,41.8
2009,פסוטה,2.9,5060.913688,1101,9.4,30.7
2009,פקיעין (בוקייעה),5.4,5396.039265,1763,7.5,32.2
2009,פרדס חנה-כרכור,31.2,7362.346808,13309,9.6,30.1
2009,פרדסייה,5.5,9545.676735,2871,3.8,29
2009,קדומים,3.8,6540.049895,1464,3.1,44.3
2009,קדימה-צורן,16.8,10129.08836,7038,4.9,37.6
2009,קציר-חריש,3.4,7592.193201,1413,4.4,39
2009,קצרין,6.5,5076.804579,3226,10.7,28.5
2009,קריית ארבע,7.1,4416.150356,2423,6.4,43
2009,קריית טבעון,16.5,9823.022127,6463,14.4,26.4
2009,קריית יערים,2.5,4611.021259,686,2.9,52.6
2009,קריית עקרון,10.1,6095.910781,4607,8.7,28.6
2009,קרני שומרון,6.2,6638.004428,2901,4.9,34.5
2009,ראמה,7.2,4994.658668,2450,8.3,33.9
2009,ראש פינה,2.7,7721.416519,1106,8.1,28.9
2009,ריינה,17.3,4339.337108,3903,3.9,40.9
2009,רכסים,9.2,4335.654102,2240,3.7,47.5
2009,רמת ישי,6.5,9642.487341,3096,4.8,30.2
2009,שבלי - אום אל-גנם,5,4576.530808,1616,4.1,44.5
2009,שגב-שלום,7.3,3974.866567,1319,1.7,57
2009,שוהם,18.2,12793.98147,7833,3,41
2009,שלומי,6,5839.870964,2813,8.5,32.2
2009,שעב,5.9,4084.566954,1652,3.7,41.1
2009,תל מונד,10.2,11915.1453,4560,4.7,39.1
2009,תל שבע,15.2,4218.241718,2174,1.6,60
2010,אום אל-פחם,47.4,4381,12052,3.328335199,45.40347617
2010,אופקים,24.2,5071,9471,9.359504132,34.18181818
2010,אור יהודה,34.7,6603,15145,9.473805677,29.98499885
2010,אור עקיבא,16,5654,8003,11.99874687,26.81077694
2010,אילת,47.8,6260,27238,6.663739389,26.99995818
2010,אלעד,38.4,5099,9444,0.844541758,60.13450109
2010,אריאל,17.7,6715,9096,8.427665837,23.74915101
2010,אשדוד,210.6,6664,87981,11.91785636,31.89145034
2010,אשקלון,114.5,6176,50630,13.76686238,26.46344447
2010,באר שבע,195.4,6772,82853,12.31662248,25.59044236
2010,בית שאן,17,5513,8026,7.904812393,33.09772045
2010,בית שמש,80.6,5840,22127,3.96966274,52.59492807
2010,ביתר עילית,37.6,3906,7595,0.649367931,63.85362608
2010,בני ברק,158.9,4927,41802,6.898570062,46.06389406
2010,בת ים,130.4,5888,62162,19.38838906,20.26891246
2010,גבעת שמואל,22.4,11028,9363,8.283891689,34.25525271
2010,גבעתיים,54,10681,24209,16.896456,21.32321643
2010,דימונה,32.6,7408,14918,10.84907109,29.52863504
2010,הוד השרון,48.5,11544,21999,9.445636034,30.29821812
2010,הרצלייה,88.1,10182,40131,15.05675369,22.40635641
2010,חדרה,81.5,6819,39129,12.68974488,26.40168853
2010,חולון,181.5,7421,82314,14.93914701,24.76653278
2010,חיפה,268.2,8377,115279,18.17087038,21.39440374
2010,טבריה,41.7,5133,17133,10.91675852,29.37173528
2010,טייבה,37.3,4910,11309,4.656646036,42.48854594
2010,טירה,22.9,4974,7553,5.309734513,38.63725533
2010,טירת כרמל,18.6,5727,8333,12.12871287,25.61881188
2010,טמרה,29.3,4330,8859,4.069290693,41.59149925
2010,יבנה,33.2,7661,15810,7.400939419,28.71251355
2010,יהוד,27.2,9645,12983,10.20438225,28.38151353
2010,יקנעם עילית,19.4,8790,9194,7.696270348,34.53018751
2010,ירושלים,788.1,6254,221058,8.224457269,39.81577358
2010,כפר סבא,84.9,9794,41187,13.16839961,25.48779483
2010,כפר קאסם,19.4,4548,5679,3.171901594,45.35561401
2010,כרמיאל,44.4,6954,21777,13.13040346,24.1804755
2010,לוד,70.4,5874,29083,10.57400097,33.02280667
2010,מגדל העמק,24.1,5599,11011,11.33424806,29.40418278
2010,מודיעין עילית,48.6,3683,9493,0.64968441,62.36764736
2010,מודיעין-מכבים-רעות,76.5,11971,32961,3.958622133,40.46242775
2010,מעלה אדומים,35.7,7414,16092,6.10826115,35.97398593
2010,מעלות-תרשיחא,20.9,6262,9804,10.84538641,27.9583751
2010,נהרייה,51.7,7792,24190,13.85147539,26.05847456
2010,נס ציונה,39.1,10674,17842,8.652667075,31.2206213
2010,נצרת,73,5008,23583,6.444100442,37.04672795
